accession,ncbi_taxid
RS_GCF_007991175.1,31910
RS_GCF_002119345.1,1975722
RS_GCF_900111305.1,416874
RS_GCF_014263395.1,2749040
RS_GCF_900086985.1,1666906
RS_GCF_000686925.1,1479235
RS_GCF_900103865.1,416873
GB_GCA_007625055.1,1486246
RS_GCF_013112225.1,2732867
RS_GCF_002813215.1,1761788
RS_GCF_013415105.1,1449798
RS_GCF_900155385.1,1816686
RS_GCF_000334215.1,1238190
RS_GCF_900142895.1,29571
RS_GCF_003336665.1,2282306
RS_GCF_009793355.1,2684210
RS_GCF_007989625.1,77098
RS_GCF_013349955.1,284577
RS_GCF_900100755.1,284577
RS_GCF_003268885.1,284577
RS_GCF_004798965.1,2508711
RS_GCF_012062845.1,1158993
RS_GCF_007954585.1,1883414
RS_GCF_002286975.1,2032625
RS_GCF_010977575.1,1081866
RS_GCF_001971685.1,1883416
RS_GCF_900102875.1,48727
GB_GCA_013009075.1,2730914
RS_GCF_000409775.1,1121939
GB_GCA_014651875.1,980347
RS_GCF_000759345.1,1166948
RS_GCF_008079445.1,2604086
RS_GCF_900106955.1,574349
RS_GCF_001039575.1,1471202
RS_GCF_900128925.1,1121942
RS_GCF_900102945.1,119000
RS_GCF_000378505.1,1121943
RS_GCF_900113605.1,442341
GB_GCA_001577635.1,1783518
RS_GCF_010993675.1,2679914
RS_GCF_004117855.1,2304602
RS_GCF_000731955.1,1446475
RS_GCF_900961225.1,2518972
RS_GCF_003206065.1,1949081
RS_GCF_003206695.1,1949084
RS_GCF_001937195.1,404433
RS_GCF_002179555.1,430457
RS_GCF_003206135.1,430457
GB_GCA_002695065.1,1978524
RS_GCF_008298015.1,2606937
RS_GCF_003206045.1,1949085
RS_GCF_003206615.1,1541440
RS_GCF_003206715.1,1267424
GB_GCA_014652715.1,1443141
RS_GCF_003006155.1,1771309
RS_GCF_003206575.1,1949083
RS_GCF_000737985.1,1492922
RS_GCF_003206155.1,184065
RS_GCF_003206645.1,1949082
RS_GCF_000821045.2,223900
RS_GCF_013393405.1,158080
RS_GCF_900221025.1,141389
RS_GCF_004364315.1,42055
RS_GCF_000761475.1,141390
RS_GCF_002155145.1,698828
RS_GCF_002157205.1,157779
RS_GCF_900312995.1,2100822
GB_GCA_014652795.1,1508770
RS_GCF_003385845.1,1122140
RS_GCF_900112585.1,402385
RS_GCF_000382245.1,1122139
RS_GCF_003633775.1,595502
RS_GCF_008247605.1,657387
RS_GCF_003012345.1,2081032
RS_GCF_000621205.1,1403347
RS_GCF_001648175.1,376489
RS_GCF_000526695.1,1336245
RS_GCF_003610015.1,33074
RS_GCF_000591415.1,553385
RS_GCF_009796845.1,2686360
RS_GCF_000754225.1,1055104
RS_GCF_001720485.1,28258
RS_GCF_000422325.1,1122212
RS_GCF_000686905.1,1122211
GB_GCA_012727935.1,1914538
RS_GCF_900119735.1,1122209
GB_GCA_007119985.1,2183934
RS_GCF_003336805.1,1982602
RS_GCF_900112235.1,1122252
GB_GCA_007116195.1,2183934
GB_GCA_007116865.1,2183934
RS_GCF_001709345.1,197479
RS_GCF_900108915.1,64971
GB_GCA_001995095.2,966
RS_GCF_002150805.1,1434821
RS_GCF_000422865.1,1122617
RS_GCF_000422425.1,1122616
RS_GCF_014164585.1,2760088
RS_GCF_900167095.1,64969
RS_GCF_004339595.1,1476959
RS_GCF_900108065.1,568106
RS_GCF_000428985.1,1122201
RS_GCF_000705555.1,1232683
GB_GCA_014641945.1,1679163
GB_GCA_003250495.1,1902815
RS_GCF_012848475.1,2668067
RS_GCF_013283365.1,2497747
GB_GCA_013373575.1,1899355
RS_GCF_013868415.1,2756129
RS_GCF_900155945.1,49186
RS_GCF_003014615.1,267374
RS_GCF_900107855.1,1122198
GB_GCA_007693685.1,1914300
RS_GCF_008973715.1,1730894
GB_GCA_007125745.1,1926584
RS_GCF_000691225.1,267850
RS_GCF_000764495.1,1545442
RS_GCF_008727795.1,2614693
RS_GCF_003284585.1,2219697
GB_GCA_009821115.1,1366656
RS_GCF_008368715.1,1708751
RS_GCF_008973755.1,1571224
RS_GCF_001528745.1,1714300
RS_GCF_001651805.1,1821621
RS_GCF_000378045.1,1122202
GB_GCA_013373085.1,1899355
GB_GCA_014645375.1,518897
GB_GCA_013215375.1,1899355
GB_GCA_013215445.1,1899355
GB_GCA_000416275.1,1330036
GB_GCA_000416315.1,1330035
GB_GCA_002163025.1,1856298
GB_GCA_013215505.1,1899355
RS_GCF_000422765.1,1122599
RS_GCF_900113275.1,1045558
RS_GCF_001305295.1,619304
RS_GCF_008630635.1,1031538
RS_GCF_001922575.1,1572645
RS_GCF_004005935.1,1815562
RS_GCF_001597725.1,1806670
RS_GCF_001597735.1,1806669
GB_GCA_002435145.1,1946976
RS_GCF_000153345.1,207954
RS_GCF_000620085.1,1122200
RS_GCF_003957515.1,2490544
RS_GCF_900111095.1,355243
RS_GCF_000381785.1,1278309
RS_GCF_003858655.1,452629
GB_GCA_002312935.1,1952987
GB_GCA_002470565.1,1952991
GB_GCA_002335115.1,1952988
GB_GCA_003523085.1,1899355
GB_GCA_002686055.1,1899355
GB_GCA_003497765.1,1899355
GB_GCA_003521845.1,1899355
RS_GCF_003345655.1,2283196
GB_GCA_004195305.1,1971898
RS_GCF_001968815.1,1897630
RS_GCF_000619885.1,1121103
RS_GCF_003194385.1,1635171
GB_GCA_002331105.1,1947659
RS_GCF_900156675.1,484498
GB_GCA_002724925.1,1899355
GB_GCA_006212115.1,2024845
GB_GCA_002733645.1,2030817
GB_GCA_002298335.1,1947666
RS_GCF_000355675.1,1298593
GB_GCA_002314145.1,1947651
GB_GCA_002706025.1,1899355
GB_GCA_002733205.1,2030825
RS_GCF_007785795.1,2597518
RS_GCF_000422845.1,1122615
GB_GCA_002723385.1,1899355
RS_GCF_002237535.1,1249553
GB_GCA_014652515.1,1249553
RS_GCF_000967895.1,698738
GB_GCA_002708475.1,2024846
GB_GCA_002632185.1,2011150
GB_GCA_002683575.1,2024825
GB_GCA_013373125.1,1913989
RS_GCF_012295615.1,207949
GB_GCA_002162985.1,1856278
RS_GCF_000423605.1,1123228
RS_GCF_004000275.1,2448477
GB_GCA_014651855.1,418750
RS_GCF_003054965.1,1897632
RS_GCF_003367315.1,2161747
RS_GCF_004341165.1,230495
RS_GCF_008041945.1,2593301
RS_GCF_002795845.1,1336806
RS_GCF_000153185.1,314283
RS_GCF_004768465.1,2759953
RS_GCF_000940805.1,1445510
RS_GCF_003577475.1,1853216
GB_GCA_007116635.1,2497634
GB_GCA_013214075.1,2497634
RS_GCF_003259175.1,2202418
RS_GCF_003259225.1,383750
RS_GCF_012584435.1,2726122
RS_GCF_000017285.1,400668
RS_GCF_900129155.1,1122206
RS_GCF_003315485.1,491948
GB_GCA_013373235.1,1899355
RS_GCF_003208215.1,491949
RS_GCF_003337275.1,491950
RS_GCF_000508165.1,1208321
RS_GCF_013372285.1,178399
RS_GCF_000521805.1,1122207
RS_GCF_008122525.1,2605432
RS_GCF_003721245.1,1053647
RS_GCF_001625355.1,1561203
RS_GCF_003314975.1,491951
RS_GCF_000214215.1,491952
RS_GCF_003387375.1,491954
RS_GCF_004352855.1,2530201
RS_GCF_004352835.1,2529379
RS_GCF_900089775.1,1792290
RS_GCF_001418205.1,1137284
RS_GCF_900089755.1,295068
RS_GCF_004363305.1,28254
RS_GCF_001639725.1,1806668
RS_GCF_001639745.1,1806667
RS_GCF_003362755.1,2213058
RS_GCF_006385675.1,2589817
RS_GCF_000192865.1,717774
RS_GCF_004362145.1,491947
RS_GCF_000153025.1,314277
RS_GCF_001624705.1,1561205
GB_GCA_002173415.2,1902503
RS_GCF_000235625.1,1094979
RS_GCF_002933295.1,262076
RS_GCF_000166295.1,225937
RS_GCF_900188315.1,1761794
RS_GCF_008107725.1,2592624
RS_GCF_900188435.1,1761795
RS_GCF_002933275.1,2055143
GB_GCA_003030785.1,2137198
RS_GCF_001650915.1,1849169
RS_GCF_009617755.1,418719
GB_GCA_002707215.1,1486246
RS_GCF_003441595.1,2304594
RS_GCF_002744735.1,432303
RS_GCF_001045555.1,1658765
RS_GCF_900115175.1,375760
RS_GCF_000830985.1,1420916
RS_GCF_005871205.1,2570351
RS_GCF_001854125.1,1874317
RS_GCF_000708045.1,1137280
RS_GCF_008370345.1,2604327
RS_GCF_000934705.1,1305731
RS_GCF_003007685.1,1323740
RS_GCF_003336705.1,187981
RS_GCF_004353225.1,2547598
RS_GCF_001447155.2,1749259
RS_GCF_003007715.1,1389223
RS_GCF_002258215.1,355591
RS_GCF_000421165.1,1122197
RS_GCF_003007675.1,2109942
RS_GCF_000284615.1,1163748
GB_GCA_013393545.1,1916082
RS_GCF_900114155.1,930118
RS_GCF_002934325.1,930118
RS_GCF_014201735.1,643747
RS_GCF_003315345.1,379482
RS_GCF_900114925.1,379482
RS_GCF_000347775.1,1288826
RS_GCF_001981305.1,135739
RS_GCF_002407605.1,2039467
RS_GCF_003318275.1,2267231
GB_GCA_011049865.1,564117
RS_GCF_900142385.1,564117
RS_GCF_007671675.1,277961
RS_GCF_001858325.1,1879031
RS_GCF_900215155.1,1415568
RS_GCF_002806945.1,1925763
RS_GCF_007671655.1,1562308
RS_GCF_002806975.1,1494078
RS_GCF_000169375.1,270374
RS_GCF_001043175.1,330734
RS_GCF_000372805.1,2739064
RS_GCF_002563885.1,1415567
RS_GCF_003344045.1,1928331
RS_GCF_004792665.1,1928859
RS_GCF_005298175.1,2576384
RS_GCF_008795955.1,2597703
RS_GCF_000686085.1,1479237
GB_GCA_002726615.1,50741
GB_GCA_002732725.1,50741
RS_GCF_000170835.1,443152
RS_GCF_000831005.1,1420917
RS_GCF_004785685.1,1697557
RS_GCF_008795985.1,1569211
RS_GCF_000397065.2,1318628
RS_GCF_003994855.1,2488665
RS_GCF_002744715.1,2666256
GB_GCA_014651935.1,578215
RS_GCF_900111555.1,430453
RS_GCF_900115285.1,650891
GB_GCA_014359475.1,50741
RS_GCF_900106945.1,488533
RS_GCF_900114775.1,488535
RS_GCF_001752365.1,1897620
RS_GCF_009193265.1,2604091
RS_GCF_011074955.1,2692195
RS_GCF_011074795.1,435907
RS_GCF_003789045.1,2484250
RS_GCF_004327985.1,2528979
RS_GCF_003258515.1,2201898
RS_GCF_000364845.1,626887
RS_GCF_008122265.1,2603215
GB_GCA_002717955.1,1916082
RS_GCF_003096655.1,1484056
RS_GCF_002514725.1,1982043
RS_GCF_004851605.1,2259620
RS_GCF_002286965.1,2032626
RS_GCF_009856365.1,86177
RS_GCF_900162675.1,86177
RS_GCF_004364635.1,332522
GB_GCA_007135745.1,1486246
GB_GCA_007692645.1,2026746
RS_GCF_000012985.1,349521
RS_GCF_004135205.1,1628392
RS_GCF_000376785.1,1121935
RS_GCF_002260525.1,1926491
GB_GCA_002354735.1,1948597
GB_GCA_003695085.1,1913989
GB_GCA_002747055.1,1913989
GB_GCA_002747395.1,1977087
RS_GCF_002162375.1,141451
GB_GCA_006212045.1,2025907
RS_GCF_014211975.1,2731755
GB_GCA_014217335.1,1304902
RS_GCF_014218805.1,2761453
RS_GCF_900177435.1,1304903
RS_GCF_003634075.1,1304900
RS_GCF_000023025.1,377629
RS_GCF_000379165.1,1056820
RS_GCF_007827375.1,1403320
RS_GCF_001922985.1,1500538
RS_GCF_000013665.1,203122
RS_GCF_000964245.1,1286364
RS_GCF_002157225.2,1737490
GB_GCA_002746115.1,1916082
RS_GCF_902141825.1,2584524
RS_GCF_002312815.1,2013869
RS_GCF_003265435.1,2022661
GB_GCA_002432095.1,1946807
RS_GCF_014336955.1,2283636
GB_GCA_002432555.1,1946808
RS_GCF_001292705.1,1513270
RS_GCF_000209515.1,937772
GB_GCA_001723645.1,62101
GB_GCA_002707785.1,2026723
RS_GCF_011602365.1,1470433
RS_GCF_011683955.1,1306991
RS_GCF_009857815.1,2692626
RS_GCF_011440395.1,1166482
RS_GCF_011602085.1,570281
RS_GCF_007004655.1,2591008
GB_GCA_003524365.1,1965322
GB_GCA_903858205.1,174586
GB_GCA_002483145.1,1946312
RS_GCF_000953825.1,529823
RS_GCF_004363885.1,2135765
RS_GCF_002007605.1,1945512
RS_GCF_008806955.1,454662
RS_GCF_001183545.1,1622269
GB_GCA_002483365.1,1946311
RS_GCF_000766945.1,1209072
GB_GCA_003056245.1,1954207
RS_GCF_008806975.1,2303332
RS_GCF_000019225.1,498211
GB_GCA_004172865.1,1913989
GB_GCA_004173475.1,1913989
GB_GCA_005801205.1,1913989
GB_GCA_014652535.1,1237077
RS_GCF_002162135.1,1987723
RS_GCF_000423345.1,1122194
RS_GCF_003762925.1,306545
RS_GCF_003259155.1,2202654
RS_GCF_000832015.1,679259
RS_GCF_001187555.1,863921
RS_GCF_000377745.1,1121921
RS_GCF_000305785.2,1117647
RS_GCF_014192475.1,1510459
GB_GCA_002313265.1,1951541
RS_GCF_000380565.1,1279017
RS_GCF_007183175.1,2591606
RS_GCF_009363535.1,2587856
RS_GCF_003076275.1,359370
RS_GCF_900107725.1,658218
RS_GCF_900129095.1,494016
RS_GCF_900112305.1,252514
RS_GCF_001641755.2,1781068
RS_GCF_001750105.1,1769779
RS_GCF_900100355.1,658219
RS_GCF_014191725.1,1562603
RS_GCF_002009015.1,927787
RS_GCF_013367775.1,2745199
RS_GCF_009931115.1,48074
RS_GCF_001639145.1,1785091
RS_GCF_000220505.1,1042377
RS_GCF_001999945.1,260552
RS_GCF_000708675.1,1453501
RS_GCF_009903625.1,1516059
RS_GCF_002959965.1,407164
RS_GCF_005771435.1,2576840
GB_GCA_002685195.1,2026782
GB_GCA_004211905.1,2315479
GB_GCA_002457245.1,1986232
GB_GCA_002313335.1,1952748
GB_GCA_003491845.1,2026782
GB_GCA_012960115.1,2026782
GB_GCA_014381985.1,2315479
GB_GCA_002382445.1,1952761
GB_GCA_002334915.1,1952750
GB_GCA_002378645.1,1952758
GB_GCA_002685715.1,2026782
GB_GCA_002335945.1,1952749
RS_GCF_000153445.1,314287
RS_GCF_000511875.1,1411685
GB_GCA_001438605.1,1655625
GB_GCA_002469845.1,1950799
GB_GCA_002711285.1,1913989
GB_GCA_902604945.1,1118066
GB_GCA_902515855.1,1118066
GB_GCA_002710745.1,2026782
GB_GCA_002715065.1,2026782
GB_GCA_902565775.1,1118066
GB_GCA_000384995.1,939696
GB_GCA_002720735.1,2026782
RS_GCF_902562425.1,2026782
GB_GCA_002338445.1,1950784
GB_GCA_002691825.1,2026782
GB_GCA_002731695.1,2026782
GB_GCA_002689135.1,2026782
GB_GCA_002339165.1,1950789
GB_GCA_003509025.1,2026782
GB_GCA_002591625.1,2026782
GB_GCA_002701765.1,2026782
GB_GCA_002692165.1,2026782
RS_GCF_902557735.1,2026782
RS_GCF_004535795.1,2559237
GB_GCA_002341315.1,1950788
GB_GCA_002707685.1,2024853
RS_GCF_000744735.1,1415778
GB_GCA_002733125.1,2024853
GB_GCA_006226995.1,1913989
GB_GCA_006227015.1,1913989
GB_GCA_002390285.1,1950792
GB_GCA_011049795.1,2024853
GB_GCA_002367235.1,1950790
GB_GCA_002390525.1,1950791
GB_GCA_002685455.1,2024853
GB_GCA_002746985.1,2026782
GB_GCA_002162755.1,1856294
GB_GCA_002746135.1,2026722
GB_GCA_002162815.1,1856295
GB_GCA_002162825.1,1856296
GB_GCA_003646355.1,1913989
GB_GCA_003448675.1,2026782
GB_GCA_003645535.1,1913989
GB_GCA_002431545.1,1950796
GB_GCA_000961645.1,1629722
GB_GCA_002702725.1,2026782
GB_GCA_002388905.1,1950794
GB_GCA_003235325.1,1913989
GB_GCA_014323765.1,2026722
RS_GCF_003688415.1,569599
GB_GCA_013372965.1,1913989
RS_GCF_003457605.1,2283635
RS_GCF_004354085.1,2547392
RS_GCF_000156295.1,247634
RS_GCF_002866825.1,1737061
RS_GCF_008370495.1,2606449
RS_GCF_001983995.1,930805
RS_GCF_009388985.1,2601894
RS_GCF_004745945.1,2562682
GB_GCA_002862465.1,1932666
RS_GCF_902705825.1,930805
GB_GCA_002862985.1,1932666
GB_GCA_003646405.1,1913989
GB_GCA_003646415.1,1913989
GB_GCA_002699145.1,2024834
GB_GCA_013214285.1,2024834
GB_GCA_009937575.1,1932666
RS_GCF_000423125.1,1121937
RS_GCF_003719295.1,2448162
GB_GCA_002414665.1,1951918
GB_GCA_002416125.1,1951916
RS_GCF_002868715.1,1905677
RS_GCF_010669285.1,2708301
GB_GCA_002692965.1,1932666
RS_GCF_003402235.1,651086
RS_GCF_008064635.1,1852021
RS_GCF_008064665.1,1852021
RS_GCF_014077625.1,2758564
GB_GCA_014652275.1,930806
RS_GCF_000153125.2,314285
RS_GCF_000158155.1,566466
GB_GCA_002428935.1,1951921
RS_GCF_000764025.1,1265313
RS_GCF_004340525.1,1132028
GB_GCA_003520285.1,2026743
RS_GCF_009910365.1,2518989
GB_GCA_002748505.1,1913989
GB_GCA_002696455.1,2026743
RS_GCF_902520195.1,2026743
RS_GCF_902518075.1,2026743
RS_GCF_902623175.1,2026743
GB_GCA_003331685.1,2026743
GB_GCA_013911345.1,2744308
GB_GCA_002683395.1,2026743
GB_GCA_002705465.1,2026743
GB_GCA_011523115.1,2026743
GB_GCA_002721785.1,2026743
RS_GCF_902631395.1,2026743
GB_GCA_002377985.1,1951907
GB_GCA_008081075.1,2026743
GB_GCA_002683335.1,2026743
GB_GCA_002691405.1,2026743
GB_GCA_002469785.1,1951923
GB_GCA_002862405.1,1977087
GB_GCA_002703585.1,2026743
GB_GCA_011524755.1,2026743
RS_GCF_902613175.1,2026743
GB_GCA_003523185.1,2026743
RS_GCF_902547755.1,2026743
GB_GCA_002691565.1,2026743
GB_GCA_009937065.1,1913989
GB_GCA_002390485.1,1951912
GB_GCA_003331335.1,2026743
RS_GCF_000227505.1,745014
GB_GCA_002689915.1,2026743
GB_GCA_002456975.1,1986254
RS_GCF_000169115.1,247639
GB_GCA_009886815.1,2026743
GB_GCA_012270045.1,2590574
GB_GCA_002389505.1,1951913
RS_GCF_000158175.1,565045
GB_GCA_902519405.1,86473
GB_GCA_002339085.1,1950786
GB_GCA_002726445.1,2026722
GB_GCA_002336035.1,1950785
GB_GCA_003492055.1,2026722
GB_GCA_002480045.1,1950800
GB_GCA_013043705.1,1891229
RS_GCF_002915595.1,2067667
RS_GCF_902705855.1,1470434
RS_GCF_902705875.1,1470434
RS_GCF_001586255.1,1470434
RS_GCF_014202945.1,641702
RS_GCF_000422345.1,1122224
GB_GCA_002306875.1,1947543
RS_GCF_000420325.1,1123279
RS_GCF_012272835.1,2721624
RS_GCF_001010805.1,1620392
GB_GCA_002710725.1,2026793
RS_GCF_014191715.1,1524264
GB_GCA_002415025.1,1953081
RS_GCF_000169075.1,247633
RS_GCF_002117105.1,716816
RS_GCF_900120175.1,1904639
RS_GCF_000373485.1,1121374
RS_GCF_003752585.1,933926
RS_GCF_902705835.1,2029982
RS_GCF_902705865.1,2029982
GB_GCA_013215055.1,1891229
GB_GCA_013215025.1,1891229
GB_GCA_903921135.1,86473
GB_GCA_903928015.1,86473
GB_GCA_903938575.1,86473
GB_GCA_002396625.1,1948625
GB_GCA_006227085.1,1913989
GB_GCA_002333095.1,1950787
GB_GCA_002704225.1,1913989
GB_GCA_009936895.1,1977087
GB_GCA_012269545.1,1913989
GB_GCA_002731575.1,1913989
GB_GCA_009936775.1,1977087
GB_GCA_004213835.1,2510334
RS_GCF_902537145.1,2315472
GB_GCA_002726925.1,1913989
RS_GCF_902528515.1,2315472
RS_GCF_902613475.1,2315472
GB_GCA_002470275.1,1948649
GB_GCA_002336645.1,1948588
GB_GCA_009886205.1,2315472
GB_GCA_002390555.1,1948617
GB_GCA_002684495.1,1913989
GB_GCA_002690405.1,1913989
GB_GCA_002704325.1,1913989
GB_GCA_002348825.1,1948602
GB_GCA_002725095.1,1913989
RS_GCF_902535955.1,2315472
RS_GCF_902565895.1,2315472
GB_GCA_002170355.2,1986770
GB_GCA_002450255.1,1948642
RS_GCF_902631405.1,2315472
GB_GCA_003230835.1,1913989
GB_GCA_013151695.1,1913989
GB_GCA_012103505.1,1891229
GB_GCA_002389675.1,1948616
GB_GCA_002727775.1,1913989
GB_GCA_005799745.1,1913989
GB_GCA_002480525.1,1948658
GB_GCA_003476445.1,1913989
GB_GCA_003228415.1,1913989
GB_GCA_003247835.1,1913989
GB_GCA_004356895.1,1913989
GB_GCA_002348385.1,1948603
GB_GCA_002707325.1,1913989
GB_GCA_002327525.1,1948591
GB_GCA_009843635.1,1913989
GB_GCA_009837185.1,1913989
GB_GCA_012267385.1,2590579
GB_GCA_011525295.1,1891229
GB_GCA_009841615.1,1913989
GB_GCA_009840305.1,1913989
GB_GCA_009842245.1,1913989
GB_GCA_009845835.1,1913989
GB_GCA_009840545.1,1913989
GB_GCA_002238665.1,1919270
GB_GCA_009841635.1,1913989
GB_GCA_002313255.1,1948582
GB_GCA_002719135.1,1913989
GB_GCA_002715785.1,1913989
GB_GCA_002708205.1,1913989
GB_GCA_009837725.1,1913989
GB_GCA_009839405.1,1913989
GB_GCA_009839505.1,1913989
GB_GCA_009846005.1,1913989
GB_GCA_009840715.1,1913989
GB_GCA_003248125.1,1913989
GB_GCA_004357385.1,1913989
GB_GCA_007128525.1,1891229
GB_GCA_007571095.1,2315472
GB_GCA_007122315.1,1891229
GB_GCA_007694905.1,1913989
GB_GCA_007131295.1,1891229
GB_GCA_007130155.1,1891229
GB_GCA_009919975.1,1913989
GB_GCA_002689445.1,1913989
GB_GCA_003451575.1,1913989
GB_GCA_002728935.1,1913989
GB_GCA_002697205.1,1913989
GB_GCA_012960535.1,1913989
GB_GCA_002725995.1,1913989
GB_GCA_002726655.1,1913989
GB_GCA_002167855.2,1986731
GB_GCA_002690865.1,1913989
GB_GCA_002712135.1,1913989
GB_GCA_003452295.1,1913989
GB_GCA_002711495.1,1913989
GB_GCA_902567095.1,1128416
GB_GCA_002708765.1,1913989
GB_GCA_002694945.1,1913989
GB_GCA_012961165.1,1913989
GB_GCA_002454165.1,1948638
GB_GCA_002386885.1,1948624
GB_GCA_002389265.1,1948621
GB_GCA_013204195.1,2030880
GB_GCA_002725285.1,1913989
GB_GCA_012960755.1,1913989
GB_GCA_002457275.1,1986255
GB_GCA_002714125.1,1913989
GB_GCA_002728675.1,1913989
GB_GCA_002714195.1,1913989
GB_GCA_902531515.1,1772216
GB_GCA_002727755.1,1913989
GB_GCA_902591495.1,1772216
GB_GCA_002172295.1,1986737
GB_GCA_002377605.1,1948609
GB_GCA_002723195.1,1913989
GB_GCA_012103535.1,1891229
GB_GCA_002457215.1,1986256
GB_GCA_002694855.1,1913989
GB_GCA_002712055.1,1913989
GB_GCA_002730035.1,1913989
GB_GCA_003451715.1,1913989
GB_GCA_902537815.1,1772216
GB_GCA_902597095.1,1772216
GB_GCA_008081045.1,1913989
GB_GCA_002691885.1,1913989
GB_GCA_002729315.1,1913989
GB_GCA_002715615.1,1913989
GB_GCA_003514305.1,1913989
GB_GCA_002719575.1,1913989
GB_GCA_002477465.1,1948652
GB_GCA_002684935.1,1913989
GB_GCA_002401885.1,2030880
GB_GCA_003483155.1,1913989
GB_GCA_002402175.1,2030880
GB_GCA_013204155.1,1979412
GB_GCA_012960305.1,1913989
GB_GCA_002726595.1,1913989
GB_GCA_002731775.1,1913989
GB_GCA_009692305.1,1913989
GB_GCA_001438145.1,1655593
GB_GCA_003482475.1,1913989
GB_GCA_002700775.1,1913989
GB_GCA_007571115.1,1913989
GB_GCA_009844085.1,1913989
GB_GCA_002711845.1,1913989
GB_GCA_011050365.1,1979412
RS_GCF_001758195.1,1524254
GB_GCA_002422225.1,1948635
RS_GCF_004535785.1,1778437
GB_GCA_002354805.1,1948596
GB_GCA_002706685.1,1913989
RS_GCF_001444425.1,1249552
RS_GCF_001642735.1,1768907
GB_GCA_003556835.1,1913989
GB_GCA_903862645.1,86473
GB_GCA_903876785.1,86473
GB_GCA_001802565.1,1798299
GB_GCA_903889815.1,86473
GB_GCA_002416505.1,1948627
GB_GCA_903837345.1,86473
GB_GCA_903853385.1,86473
GB_GCA_903887045.1,86473
GB_GCA_903844415.1,86473
GB_GCA_903926285.1,86473
GB_GCA_009922595.1,1913989
GB_GCA_002414385.1,1948628
GB_GCA_002746215.1,2030880
GB_GCA_002705325.1,1913989
GB_GCA_902594275.1,1587531
RS_GCF_000227525.1,751994
GB_GCA_902536515.1,1587531
GB_GCA_902541775.1,1587531
GB_GCA_902558075.1,1587531
RS_GCF_008087055.1,1778464
GB_GCA_010024125.1,1913989
GB_GCA_002705795.1,1913989
GB_GCA_002691485.1,1913989
GB_GCA_004213775.1,2510333
GB_GCA_002717305.1,1913989
GB_GCA_003513265.1,1913989
GB_GCA_002731015.1,1913989
GB_GCA_002714245.1,1913989
GB_GCA_002730235.1,1913989
GB_GCA_009922705.1,1913989
RS_GCF_009650135.1,418701
GB_GCA_012269655.1,1891229
GB_GCA_002408105.1,1948629
RS_GCF_011058205.1,1538357
GB_GCA_013530545.1,28090
RS_GCF_000761495.1,1507807
GB_GCA_002367455.1,1945934
RS_GCF_000487975.1,981327
RS_GCF_002803605.1,2053287
RS_GCF_001647535.1,1805633
RS_GCF_000368625.1,1217988
RS_GCF_002688565.1,1808001
RS_GCF_000773685.1,1509403
RS_GCF_000369625.1,70346
RS_GCF_013343215.1,2563897
RS_GCF_001647675.1,1608473
RS_GCF_009557235.1,2662362
RS_GCF_001678755.1,1443941
RS_GCF_002135295.1,1977877
RS_GCF_002018365.1,1960941
RS_GCF_003024525.3,2136182
RS_GCF_003611515.1,2419605
RS_GCF_003611465.1,2419603
RS_GCF_000368865.1,1120925
RS_GCF_002135435.1,1977873
RS_GCF_001605895.1,1806892
RS_GCF_001707755.1,1891224
RS_GCF_001696615.3,1879049
RS_GCF_003105055.1,2170730
RS_GCF_004331035.1,2529850
RS_GCF_004331255.1,2529837
RS_GCF_004331175.1,2529839
RS_GCF_000400735.1,1120927
RS_GCF_006965565.1,202954
RS_GCF_001758345.1,202956
GB_GCA_002296655.1,1945958
RS_GCF_000368785.1,1120929
RS_GCF_012371325.1,362457
RS_GCF_000488255.1,1341679
RS_GCF_000368045.1,1217663
RS_GCF_002165305.2,2004646
RS_GCF_002135205.1,1977884
RS_GCF_003711395.1,2060938
GB_GCA_900766635.1,165433
GB_GCA_900771065.1,165433
RS_GCF_009372215.1,1839785
RS_GCF_009707625.1,2665161
RS_GCF_001307195.1,1324350
RS_GCF_002135375.1,1977876
RS_GCF_000367925.1,1217715
RS_GCF_900107285.1,595670
RS_GCF_002135335.1,1977881
RS_GCF_900095025.1,1673609
RS_GCF_000816495.1,1353941
RS_GCF_001647545.1,1805634
RS_GCF_004331115.1,2529844
RS_GCF_004331285.1,2529835
RS_GCF_002135195.1,1977878
RS_GCF_004336635.1,2529849
RS_GCF_002135245.1,1977880
RS_GCF_900096895.1,1226327
GB_GCA_002455755.1,1945952
GB_GCA_002365595.1,1945936
RS_GCF_002135315.1,1977883
RS_GCF_002135355.1,1977879
RS_GCF_902753875.1,202951
RS_GCF_002165375.2,2004650
RS_GCF_011578045.1,2715164
RS_GCF_011578285.1,2715163
RS_GCF_001612555.1,1407071
RS_GCF_000632455.1,466088
RS_GCF_001704615.3,1871111
RS_GCF_902809855.1,2697502
RS_GCF_004152775.1,2006115
RS_GCF_003268395.1,1775557
RS_GCF_003024515.2,2136183
RS_GCF_001696605.3,1879050
RS_GCF_000368925.1,981324
GB_GCA_009912575.1,106648
RS_GCF_000368145.1,1217655
RS_GCF_000214135.1,1029823
RS_GCF_002233755.1,2006115
RS_GCF_003611475.1,2419601
RS_GCF_002135235.1,1977882
RS_GCF_002135345.1,1977875
RS_GCF_002135415.1,1977874
RS_GCF_000368565.1,1120926
RS_GCF_902825285.1,2714110
RS_GCF_004345325.1,471
